Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets
casalmir;heracrossbaiano;2022-11-21 23:19:13+00:00;@brenoaviIa O Tite tinha que ter levado DOIS Martinellis;1;0;0
LendasBetOficial;LendasBet;2022-11-21 23:18:33+00:00;“Nós temos umas 10 danças preparadas para cada jogo” Os coringas do Tite vão bailar nessa Copa 🕺🏻;0;0;0
flaco;nicoabishop;2022-11-21 23:18:31+00:00;@morrdu manda um beijo pro tite por mim;0;0;0
Professor Diego;profdiego11;2022-11-21 23:17:10+00:00;@marc_sant_ana O time do Tite não pode nos decepcionar.;0;1;0
Tiago 08;Tiago12M;2022-11-21 23:16:12+00:00;@loucosdobandoo Só esperando que o último seja o treinador Tite;0;0;0
martelo compromissado;Carlos_Flavio__;2022-11-21 23:14:33+00:00;@oMelqs Sla, com meus conhecimentos de futebol (q facilmente ultrapassam o de tite q viveu esse jogo a vida inteira) acho q a alemanha vai pra final;0;0;0
Koo: @mbispo3077;mbispo77;2022-11-21 23:13:16+00:00;@ramonagusyeva No catar o Brasil foi Hexa por que o Tite não está rodando em casa;0;0;0
Gabriel Chula;49chula;2022-11-21 23:13:10+00:00;"Galera me perguntando se vou mudar algo na loja ou na escola, por causa de jogo da copa. Infelizmente o Tite não me convocou, então vou ter que trabalhar normalmente. Logo tudo funciona normalmente.
E olha que eu gosto de futebol, mas responsabilidade vem primeiro né.";0;0;0
Angelin;angelin62;2022-11-21 23:13:07+00:00;@Miltonneves @CesarFilho Q se foda a seleção, o tite adorador de ladrão, e a CBF, quero é LIBERDADE;0;0;0
Dennis Bittencourt 🇪🇪;DennisBittenco6;2022-11-21 23:12:45+00:00;"Acho que pro jogo contra a Servia, o Tite precisa ser mais conservador. 

Meio de campo com Casemiro, Fred e Paquetá. Casemiro e Paquetá de volantes é desmerecer mto os servios. 

Mais Neymar, Raphinha e Richarlison. 

#baitaamigos";0;0;0
Diego Sales;ericsal34276910;2022-11-21 23:12:35+00:00;@tite_official Visão;0;0;0
Atalanta Me Faz Chorar #BORABRASIL🇧🇷🇧🇷🇧🇷;atalantamfchora;2022-11-21 23:11:25+00:00;@ramonagusyeva No catar o Brasil de tite foi hexa porque o Brasil não tem um time de Israel e nem um time de Londres que não vai ser campeão;0;2;0
Futuro Trilionario;Xalala87981488;2022-11-21 23:11:16+00:00;@AlvinegrodoRN Time extremamente ofensivo, oq n vai ser oq o Tite vai optar num jogo de estreia contra uma adversaria com boas forças ofensivas;0;0;0
Thaissa;thaissainfante;2022-11-21 23:11:11+00:00;@goleada_info Eu não entendo é quando que a opinião do filho do Tite passou a ser relevante...;0;0;0
Vitamin A - Ana Bia, aspirante a desenhista;anabchamploni;2022-11-21 23:11:05+00:00;Parabéns a equipe de produção do anime que tem que bolar os cenários de fundo praticamente do 0 considerando os cenários eerr... MINIMALISTAS que o Tite Kubo elabora no mangá kkkkk;0;1;0
Julio Lima;1juliolima;2022-11-21 23:10:59+00:00;Pior q depois q o Tite sair eu quero ver o Renato Gaúcho na seleção;0;1;0
augusto;augusttovieira;2022-11-21 23:10:47+00:00;@Rafanormalsemph ta tite? fica tite nao;0;1;0
ladd;carvalholad;2022-11-21 23:10:36+00:00;tenho fe q o tite volta pro corinthians;0;0;0
Ferraz - (Gestor. Analista C&T). Pardo.;TUDOSOBREOFLADF;2022-11-21 23:10:04+00:00;Tite, sem saída, terá conquistar o título... Senão ...... https://t.co/2YPY8qfjTT;0;0;0
cArol série 🅰️;cec_caroll;2022-11-21 23:09:50+00:00;seleção do tite só faltou convoca mc rick que só joga sem chuteira;0;0;0
Ferraz - (Gestor. Analista C&T). Pardo.;TUDOSOBREOFLADF;2022-11-21 23:09:16+00:00;"Colunistas do UOL detonam termo 'Rec 5' de Tite: ""é uma bobagem"" https://t.co/EFSUvyu4Hn via @UOLEsporte @UOL";1;0;0
Cesar da fiel;Cesardafiel1;2022-11-21 23:08:42+00:00;@PauloPe79396510 Paulo eu, não acredito nessa história de Tite no meio do ano, vai Corinthians;0;1;0
doglas (ex: ds) 🫶🏽;doglasofoda;2022-11-21 23:08:41+00:00;@ramonagusyeva no catar o brasil foi hexa porque o tite disse que não ia ter aula de manha;0;0;0
anna rumo ao hexa🇧🇷;_anninhachaves;2022-11-21 23:08:41+00:00;@ramonagusyeva no Catar, o Brasil foi hexa porque o Tite não é mais o mesmo que o cara;0;2;0
Tio Rafa;Rafanormalsemph;2022-11-21 23:08:13+00:00;Mal posso esperar dar quinta-feira pra tomar aquela que deixou o técnico Tite;0;3;0
Victor L10 🇧🇷;L1Victor25;2022-11-21 23:07:01+00:00;@ramonagusyeva No Catar o Brasil foi hexa porque o Tite não está com o celular na mão de Deus;0;0;0
Glauber;theglaubermg;2022-11-21 23:06:57+00:00;"Engraçado como o mercado não fica irritado quando o Tite faz mistério sobre escalação da seleção brasileira
#copa2022
#copacatar2022
#CopaDoMundo2022";0;0;0
Alex 💀🚬🇧🇷;alexcalves;2022-11-21 23:06:38+00:00;"@PaparazzoRN Nenhuma Tite não vai colocar ele pra jogar. 
Tite é paneleiro.";0;2;0
PORCOHEAD;josecairo10;2022-11-21 23:05:46+00:00;@ramosbrunow BRASIL. o tite é um lixo;0;0;0
MYPESBRASIL🇧🇷;MYPESBRASIL;2022-11-21 23:05:33+00:00;Professor Tite, mostrando para os jogadores da seleção brasileira como jogar #eFootball2023 🎮 https://t.co/bOGGtSqGgT;0;16;1
Marco Aurélio;marcoomouraa;2022-11-21 23:05:24+00:00;Porra, só vcs não estão querendo enxergar o Tite assumindo daqui 5/6 meses kkkkkkk https://t.co/Eizplja5Md;0;2;0
Vitor¹⁹¹⁴ 🇧🇷🏆;Vitormarque79;2022-11-21 23:04:57+00:00;@ramonagusyeva Porque o Tite cagou demais nessa foto e não tem condições de ir ver meu time jogar;0;0;0
Julio Souza;JulioCe44384557;2022-11-21 23:04:41+00:00;@priscillalleite Em termos de jogadores hoje o Brasil é a melhor os principais nomes do ataque no futebol do mundo esta na seleção. Agora basta o Tite saber usar;0;7;0
William Freitas Sant'ana 🇧🇷;Will_120994;2022-11-21 23:03:48+00:00;"@priscillalleite Do C* como todos os anos.

Jornalismo esportivo brasileiro vive em um soberba incrível.

Adoro o Tite,mais essa seleção não ganha nem jogo de botão";0;1;0
rumo ao hexa 🇧🇷;iblackbearr;2022-11-21 23:03:02+00:00;"@FTBLWEZZ @BrasilEdition @SerbianFooty vini provavelmente vai entrar só no segundo tempo quando o time adversário já estiver cansado. Tite deve vir com um 4-4-2 seguro (Casemiro, Fred (or Guimarães), Neymar, Paquetá); Richarlison e Raphinha";0;0;0
Ecos da notícia;Ecos_da_Noticia;2022-11-21 23:02:34+00:00;Tite fecha atividade, e seleção brasileira faz segundo treino no Catar https://t.co/2P7caMutKf;0;0;0
Digital Hell;luishipolito;2022-11-21 23:02:09+00:00;"Colunistas do UOL detonam termo 'Rec 5' de Tite: ""é uma bobagem"" https://t.co/KuPSb9PJKI via @UOLEsporte @UOL";0;0;0
Dragas, agora é copa💛🇧🇷💙;CarvalhaisJulio;2022-11-21 23:02:04+00:00;@ramonagusyeva No Catar o Brasil foi hexa porque o Tite a gente vai fazer o que quiser ir lá no estádio do dragão;0;0;0
Mirelly Ribeiro.;mirellyribeirop;2022-11-21 23:02:01+00:00;"Peita do Brasil que sou brasileiro e não sou Bolsonaro… copa do Qatar tá aí, nós vai assistir mastigando churrasco.
Seleção do Tite, faltou só convocar o Mc Rick!!!";0;0;0
W Ⓜ️ARQUES;Wone_Sax;2022-11-21 23:01:13+00:00;@10neto Todo mundo sabe q esse aí vai ficar só até o final do Paulistão, quando o Tite assume;0;0;0
Paulo 🏴🏳;PauloPe79396510;2022-11-21 23:00:44+00:00;"O engraçado, é que as pessoas falam. Mas o Lázaro é apenas uma ponte pra chegada de Tite!🙄

Mas e se Vitor Pereira, tivesse renovado, por mais 1 ano???🤔

Tite se ganhar o Mundial. Estará em uma realidade bem distante, gente. Não vamos se iludir!";0;47;2
Dion Guilherme;DionGuilherme1;2022-11-21 23:00:37+00:00;@dieguiinz @Selecaoinfo @SerbianFooty Como to falando, ou vai dar mt certo pra eles, ou vai dar muito errado kkk, essa seleção do tite sabe sair de pressão alta.;0;3;0
Fonse 🤖;thallesfonseca7;2022-11-21 23:00:32+00:00;2 dias de copa e cada vez mais eu sei que não dá p Brasil com esse futebol do tite.;0;0;0
Kéthani Dutra;Kethanidtr;2022-11-21 23:00:16+00:00;Seleção do tite faltou só convoca o Mc rick;0;1;0
Walyson Santana;walyson418;2022-11-21 23:00:12+00:00;@oocbrsao Richarlison só serve para isso ser o bobo da corte da seleção ser o cara das resenhas, apenas isso e um bom jogador nada de extraordinário, mas que foi engraçado foi kkkkkkkkk se fosse por meritocracia Pedro deveria ser o titular, mas e o tite né.;0;9;0
🇦🇷Jefferson Martinez🇸🇦;1320jeffers1922;2022-11-21 22:58:27+00:00;@ramonagusyeva No Catar o Brasil foi hexa porque o Tite não está com o celular na hora que ele vai ter que ir na sua casa;0;0;0
Mateus;mateusnovais04;2022-11-21 22:57:43+00:00;Eu já tou nesse pique terça o dia vai passar voando, quando ver já estamos na quarta o dia não passa quando vê já tá tendo entrevista do tite com o capitão já de noite não consegue dormir, quinta o dia não passa por nada chega no horário do jogo aí passa voando.;0;0;0
Palhaço sem graça 🇧🇷 🇧🇷🚦🛴🛟🛞⚓🍻🌌🎆🎇🌠✨⚡💫;gracapalhaco;2022-11-21 22:57:22+00:00;@ramonagusyeva No Catar o Brasil foi hexa porque o Tite de metais balança e eu já tô tentando achar um verniz (?). Eu fui colocando as próximas palavras pra ver se fazia algum sentido, mas não deu;0;1;0
Orli Ludtke;LudtkeOrli;2022-11-21 22:56:43+00:00;@gospelmente @neymarjr Se ele fizer isso o Tite deixa no banco;0;0;0
zyzz do nordeste;AraujoLuccac;2022-11-21 22:56:19+00:00;AE TITE KUBO VSF , SE EU DROPAR BLEACH A CULPA É  TUA;0;2;0
Valcir 13;ValcirNeves;2022-11-21 22:55:48+00:00;"@MiriamQueiroz15 @TSEjusbr @MICHELLEMC2022 @estadaoverifica O povo da esquerda? 🤣🤣🤣
Vc quer dizer que quem só trabalhar é quem é destro que os canhotos (sinistros) não trabalham?
Ou vc não gostou do lateral esquerdo que Tite convocou, vai dizer que vc prefere Daniel Alves só pq ele joga na L. direita.
Olha o preconceito, moça 🤣🤣🤣.";0;2;0
Schmied;AdelMFB;2022-11-21 22:55:30+00:00;"Simplesmente épico esse novo episódio de #BLEACHTYBW 
Tite Kubo apresentando a primeira formação da Gotei 13 e melhorando 100% o mangá";0;0;0
Felipe Andrade;Fca1990;2022-11-21 22:55:30+00:00;@geovaneopina @futebol_info Torcida da seleção eh a mesma de grande parte dos clubes brasileiros, só torce qdo o time tá em boa fase. Deus me livre, mas se por acaso o Brasil empatar com a Servia, o que vai ter de nego crucificando Neymar e Tite, não tá escrito!;0;8;0
Robertinho ᶜʳᶠ;RohVieirath;2022-11-21 22:54:30+00:00;@CleytonProti Tite te convocou amigo ? Kkkkkk zoas;0;1;0
PEDRO C🔫 (55/55) (Na Libertadores) 🇧🇷;Pep096_;2022-11-21 22:54:22+00:00;@ramonagusyeva No Catar o Brasil foi Hexa porque o Tite não está nos planos de vida e não joga mais pelas pontas;0;0;0
Fernando;LiberaVacininha;2022-11-21 22:54:20+00:00;@10neto Craque vamo espera  janeiro o tite vem treina e boas!!!!;0;0;0
🅿️;ogpedrob;2022-11-21 22:53:40+00:00;@euovitinn tô esperando o tite me convocar pra assistir do banco de reservas;0;0;0
JD Lucas;jdIucas;2022-11-21 22:53:39+00:00;"E aí, pai, tá empolgado com a copa?

""Depois de um 7 a 1, 4 anos de Bolsonaro, e Tite como técnico, só se eu fosse trouxa!""";0;14;1
henrique;henriz_;2022-11-21 22:53:15+00:00;@juniordencle_ @choquei vdd o tite deveria ter convocado vc né kakakaakak;0;0;0
Marcos Moutinho Soares;MarcosMoutinh12;2022-11-21 22:52:56+00:00;@LulaOficial Segundo o Tite um presidente da República não deve interferir nisso...;0;0;0
Izuku Midoriyaᶜʳᶠ 「緑谷出久」;dekucrf;2022-11-21 22:51:59+00:00;@ramonagusyeva No Qatar, o Brasil foi hexa porque o Tite chamaria atenção pra vc ver com mais calma quais são os valores da bolsa moradia;0;1;0
DS 69;phoneee8;2022-11-21 22:51:34+00:00;quem ta passando é o Tite com a glock na cintura;0;0;0
Ramona Gusyeva 🏳️‍⚧️🇧🇷;ramonagusyeva;2022-11-21 22:50:04+00:00;"No Catar o Brasil foi hexa porque o Tite...
(Deixe seu corretor completar) https://t.co/fI1SYuIVZx";2;32;1
VEM COPA! PAU NO CU DE 13 e 22;PauloFlvio12;2022-11-21 22:49:46+00:00;@RoberthRichard_ Duilio tá economizando pro Tite, rlx time;0;1;0
JoãoPradoC.Torres;JooPradoCTorres;2022-11-21 22:49:01+00:00;"💖  💪   ⚽   🇧🇷   💚  💛  🎯   Tem muito Fera &amp; opções mil para o Mestre Tite escalar , montar &amp; mexer nesse Time , mas o Fred é o equilíbrio do mesmo , no meu time ele é Titular absoluto !  ❣️ ⚽ 👍  Ele é a Segurança do ótimo Casemiro.  👁️  🇧🇷  👍 👁️  🎯

O nosso Time é bom ❣️ https://t.co/uDQERjgZ4T";0;1;0
cueio;cueio2803;2022-11-21 22:48:57+00:00;"@qingtwt @Gustavaosep @LinekerL777 @edu_rodgs sim mano, o Tite inclusive passa no treino um treino de dança.

Bixo burro";0;31;1
robertoalmeidaperes;roberto19355624;2022-11-21 22:48:56+00:00;@FlorbelaEspanc5 @Sabelhinhaa Culpa do tite e do Neymar!!!;0;0;0
REAL MADRID DEPRE BRASIL;RMdadepre;2022-11-21 22:48:29+00:00;"Os Sérvios irão agradecer ao Tite se o Vinícius Jr não for Titular! 

Malvadeza Titular pra ontem 😈🇧🇷 https://t.co/NGZQRc6MRN";0;9;0
JoãoPradoC.Torres;JooPradoCTorres;2022-11-21 22:48:15+00:00;"💖  💪   ⚽   🇧🇷   💚  💛  🎯   Tem muito Fera &amp; opções mil para o Mestre Tite escalar , montar &amp; mexer nesse Time , mas o Fred é o equilíbrio do mesmo , no meu time ele é Titular absoluto !  ❣️ ⚽ 👍  Ele é a Segurança do ótimo Casemiro.  👁️  🇧🇷  👍 👁️  🎯

O nosso Time é bom ❣️ https://t.co/PlqB8rk74y";0;1;0
Kaiky 🇧🇷;kaikykkkkj;2022-11-21 22:47:41+00:00;@paposfut Ele certamente taria defendendo a convocação do Daniel Alves e mostrando como ele poderia ser útil no esquema do Tite;0;0;0
editor do neymar jr;l7ney;2022-11-21 22:47:32+00:00;Tite tem um plano  https://t.co/feqi2bAnL4;0;30;3
𝑳𝒖𝒄𝒂𝒙’𝒔;lucastavaress_;2022-11-21 22:47:09+00:00;Eu tô mais ansioso é pra ver a escalação que Tite vai colocar;0;1;0
AQUI É MECÃO !;povomecao;2022-11-21 22:46:09+00:00;"@AlvinegrodoRN Seguindo a lógica de Tite: Alisson; Danilo, Marquinhos, T. Silva, Alex Sandro; Casemiro, Fred, Paquetá; Neymar, Rafinha e Richarlison. #adm_hugão";0;1;0
Rafael;rafsbernardes_;2022-11-21 22:45:17+00:00;@Vivimarques88 O buraco é tão desesperador que a gente tá divagando sobre uma possível cortina de fumaça pra volta do Tite no meio do ano;0;3;0
TuneIn Brasil;tuneinbrasil;2022-11-21 22:45:11+00:00;"AO VIVO: INGLATERRA tem melhor FUTEBOL até agora? Tornozelo de Messi, Tite muda estratégia e + - UOL Esporte  
Fonte: https://t.co/fDnpb7Drcp 
+Notícias: https://t.co/fxRiX4qpPh https://t.co/4aMI8Crv87";0;0;0
Alison Nelson-Springs 🌈🖤⚪;littlejohnny_22;2022-11-21 22:44:58+00:00;"@FelipeB76379924 @SergioAlanMuni1 Com certeza, até porque só tinha a porra do Gallardo disponível...

Mano, nem tu acredita que Tite vai voltar e que 2023 vai ser bom. Vai ser mais um ano trágico.";0;1;0
JoãoPradoC.Torres;JooPradoCTorres;2022-11-21 22:44:54+00:00;"💖  💪   ⚽   🇧🇷  💚  💛  🎯   Tem muito Fera &amp; opções mil para o Mestre Tite escalar , montar &amp; mexer nesse Time , mas o Fred é o equilíbrio do mesmo , no meu time ele é Titular absoluto !  ❣️ ⚽ 👍  Ele é a Segurança do ótimo Casemiro.  👁️  🇧🇷  👍 👁️  🎯

Na Frente é Show ⚽️ 🇧🇷 https://t.co/wkavAYlqj7";0;1;0
Ravibo🧜‍♂️👨‍💻;RavibUUU;2022-11-21 22:44:43+00:00;#BLEACH, Outra pedrada de TITE KUBO!!!!!! https://t.co/9jbAAvB6pf;0;2;0
✊🏾Killmonger ✊🏾👑2️⃣2️⃣;Kleber94junin;2022-11-21 22:44:04+00:00;Koe jogador lançou do amigão kkkkkkk vai ser até convocado de última hora pelo Tite padrin kkkkkk https://t.co/euYUhNZLTJ;0;1;0
Abel Marcos;abelizadomarcos;2022-11-21 22:43:24+00:00;@ramosbrunow Brasil. Tite;0;0;0
Hugo Felacio;felacio_hugo;2022-11-21 22:43:20+00:00;"Assistindo TITE no Domingão com Huck 
no Programa Domingão com Huck
 #TITE
@LucianoHuck. #lucianohuck @tvglobo #tvglobo #globo #redeglobo @gshow
#gshow @globoplay #globoplay
@domingao. #domingãocomhuck https://t.co/rFPJGGlJ93";0;1;0
Rafael;Rafael231090;2022-11-21 22:42:13+00:00;@CaioRossis @_sccpnews Cara só o tempo vai dizer, é uma aposta, e tem mais uns cara que estão com o Tite que vai fazer parte da comissão dele, mano, acho que vai da bom. O jeito é apoiar, e se realmente de certo, é da casa.;0;0;0
Thiago Barella;BarellaThiago;2022-11-21 22:41:55+00:00;@dossantoselton @simas_luiz O 7x1 foi em uma semi. O Tite não conseguiu chegar nessa fase. Nesse século, só o Felipão levou o Brasil até essa fase. 2x;0;0;0
Luciano Hungaro;BelminoHungaro;2022-11-21 22:40:54+00:00;Vcs devem achar q todo mundo é imbecil, isso é pra tapar buraco até a volta do tite… https://t.co/U5KGOriFPa;0;0;0
ikutachi;Ikunyaa;2022-11-21 22:40:07+00:00;Toda minha torcida nessa copa se baseia na presunção que o paneleiro do Tite vai usar o bagre do Fred de titular, porque se o Bruno for o titular da seleção serei obrigado a torcer pela CBF;0;2;0
爪卂尺Ҝㄖ;MarkoPowerrr;2022-11-21 22:40:06+00:00;FAZ A BOA TITE KUBOOOOOO https://t.co/Ogk5xui46x;0;0;0
🇧🇷 Sonhando com a Democracia ☮️☮️☮️ 🇧🇷 🇧🇷;corinthappy;2022-11-21 22:39:00+00:00;"@sylviotrujillo É tudo muito incerto ainda. O Tite já trabalhou no exterior (Oriente Médio). Se vencer a Copa, ou o Brasil se destacar, ele pode ter mercado na Europa, que é o seu grande projeto.
E aí o possível projeto do Duílio iria por água abaixo.";0;1;0
Soldado do Hexa!! 🟢🟡🇧🇷;HenriqueAfons0;2022-11-21 22:38:49+00:00;"Seleção escalada:
- Alisson
- Danilo
- T Silva
- Marquinhos
- Alex Sandro
- Casemiro
- Fred
- Neymar 
- Antony
- Pombo
- Vini Jr.

Acorda Tite!!!";0;0;0
Je👊❤🔥;suyllynn;2022-11-21 22:37:41+00:00;Me julguem... Mas acredito que esta Copa, vai dar ruim pro Brasil. E vai ser por vários motivos. Tite não é o cara...;0;0;0
F12.BET;f12bet;2022-11-21 22:37:18+00:00;“Nós temos umas 10 danças preparadas para cada jogo” Os coringas do Tite vão bailar nessa Copa 🕺🏻;0;0;0
Palmeiras Bot;MarcelinFsc;2022-11-21 22:36:27+00:00;Tite venceu as eleições do Conselho Deliberativo e é o novo presidente do Palmeiras.;0;0;0
A. Melo 🦅;AlonsoMelo10;2022-11-21 22:35:25+00:00;@povotime1910 @gazetaesportiva @chicolangreal Kkkk só um besta não viu que Tite vai voltar 🤣🤣🤣🤣;0;0;0
baghexa;Baguera99;2022-11-21 22:35:09+00:00;@Thiagoassisdl se gravam esse jogo o tite não ia ter escolha se não convocar todos nós;0;0;0
Corinthiano Lazarento;TimaoLazarento;2022-11-21 22:35:04+00:00;@centralcorinth @10neto Torcida nem vai querer o Tite depois só Lázaro!;0;1;0
Marcelo Richarde;MarceloRicharde;2022-11-21 22:32:39+00:00;Jamais assistiria essa copa tendo o Tite como treinador tenho nojo desse cara https://t.co/3Hw9jTmzaP;0;0;0
G.O.A.T 🐐;hexaehreal7;2022-11-21 22:32:34+00:00;@futebol_info Tite alugou um triplex na cabeça desse ai, qualquer brincadeira agora o maluco ja se dói pela copa kakakakka puta merda ein tite!;0;0;0
luis;luisinnnnnnnnn1;2022-11-21 22:32:23+00:00;5 na defesa da sérvia, tite bota 6 no ataque, quinta feira tá chegando;0;0;0
Valcir 13;ValcirNeves;2022-11-21 22:31:35+00:00;"@TSEjusbr @estadaoverifica A FIFA agora é quem manda no mundo e altera os horários de trabalho 😂😂😂🤣🤣🤣.
Vcs tbm foram convocados por Tite?
Esse cabra com histórico de atleta deve ter sido, pois ele sumiu talvez seja pq ele estar no Quatar.🤣🤣🤣 https://t.co/MV8ZGyeAiq";0;0;0
Davi;davisouzap;2022-11-21 22:30:57+00:00;E tinha otario querendo que o Tite levasse o mala do Gabigol no lugar desse cara https://t.co/YifmuHfZVy;0;5;0
Gabriel, deb loide por ela;DeLuccacrf;2022-11-21 22:30:10+00:00;@pedrodantash o bg hj é world class. mas vai disputar a função com esses dois, seleção tem hierarquia, e principalmente com o tite;0;0;0
J. de Jah ❤️🖤;JdeJah5;2022-11-21 22:28:32+00:00;Eu, burra véia,finalmente acordei pra vida e entendi porque nenhum ( NENHUM) comentarista da globo e do @sportv fala mal da convocação do Tite, das frases ( horríveis) do seu ~coach e principalmente achar normal Richarlison de titular e Vini Jr no banco: tá no contrato com a CBF;0;0;0
Carlos;c20arrieq;2022-11-21 22:28:13+00:00;Cheirinho de Lázaro segurando as férias do Tite https://t.co/Xlctp4hyJm;0;0;0
ᴘꜱɪᴄᴏᴘᴏʀᴄᴏ Ⓟ;psicoporco;2022-11-21 22:27:29+00:00;@ramosbrunow Brasil, Tite.;0;2;0
Ruam David de Carvalho Fragoso;RuamFragoso;2022-11-21 22:26:49+00:00;@RoberthRichard_ Eu acho que ele tá assumindo agora pra guardar banco pro Tite, porém de der certo vão dizer que o planejamento foi perfeito...;0;1;0
hex🅰️🇧🇷;zary1903;2022-11-21 22:26:09+00:00;@LulaOficial Tite tinha que te convocar, pra ti rouba a taça pra nós;0;6;0
zani;fezani;2022-11-21 22:25:55+00:00;mentira que o tite deu um jeitinho de levar o fagner https://t.co/K1mPOxq3ad;0;19;5
Portal Salvador Dez;salvadordez;2022-11-21 22:25:17+00:00;"Seleção Brasileira ajusta detalhes antes da estreia na Copa do Mundo; Tite esconde escalação

Saiba tudo: https://t.co/qF6FLXP0Qu";0;0;0
ana lu;analuisazevedo;2022-11-21 22:25:06+00:00;"""sem a presença de um psicólogo na comissão técnica, tite faz o papel de coach."" vou é ficar quieta 😵‍💫 https://t.co/952pUMIYIv";0;0;0
Igor Siqueira;igorsiqueira;2022-11-21 22:25:01+00:00;"Por que Tite tem uma caixa de xadrez vazia na sua sala? E o que a foto do Mandela tá fazendo ali pendurada no quadro? O @gabe_carneiro e eu contamos nessa especial. O técnico da seleção abriu o seu canto para conhecermos.

https://t.co/OmpwMdJT6j";0;6;2
ma;malih810;2022-11-21 22:24:45+00:00;@sqwhydgwqdqwyg1 @portalpsg Aprender falar bem até papagaio aprende. Ninguém é obrigado a concordar com você, nem lhe colocar num pedestal, senão você seria o tite. Mas não, nem seu rosto tem coragem de colocar. Pq se acha digno de ir falar com as pessoas? Oq lhe dá essa ilusão e confiança? Não dei intimida;0;0;0
𝕄𝕒𝕣𝕔𝕠𝕟𝕕𝕖𝕤 𝔹𝕣𝕚𝕥𝕠;marcondesbrito;2022-11-21 22:24:19+00:00;"No @Metropoles ➡️ A indefinição de Tite está minando a confiança de Vini Jr.
Num treino fechado, o técnico da Seleção testou dois times diferentes. E a maior dúvida gira em torno de Vinícius
https://t.co/rL0QYGyOD7";0;12;1
kalin;jovemkalin;2022-11-21 22:23:28+00:00;"boa noite pessoal
brincadeira em tite
boa noite pessoal";0;0;0
lia 🌖;liaharidadel7;2022-11-21 22:23:24+00:00;Tite vai ser o treinador do corinthians em 2023 !!!!!;0;0;0
ᴍᴀʀʟʟᴏɴ 🦍🇧🇷;_mmcrf;2022-11-21 22:23:13+00:00;Prefiro ter vontade de cagar no meio do monobloco do que ouvir 7 coletivas do Tite https://t.co/0I4WTFbtbf;0;1;0
Gabi;Gbalvino;2022-11-21 22:22:58+00:00;Puto ainda por não ter sido convocado pra copa e ser obrigado a trabalhar, parabéns tite fdp;0;0;0
Alfredo Araújo;Araujossa;2022-11-21 22:21:27+00:00;@KarineAlves_tv Poxa Karine, nessa última entrada sua e Grafite no troca vc levantou o dedo pra falar sobre o tite e só quem viu foi o Elano!!! kkk fica pra próxima, parabéns pelo trabalho.... Show como sempre;0;0;0
Rádio BandNews FM;radiobandnewsfm;2022-11-21 22:20:18+00:00;"Copa: Tite faz mistério em treino e delegação brasileira visita palco da estreia.

Richarlison e Rapinha concederam entrevistas coletivas após as atividades desta segunda-feira (21)

Acompanhe no site: 
https://t.co/YUHAkIQ3DV";0;4;0
cup noodles☭;thmvd;2022-11-21 22:18:52+00:00;@ArtLuckyou @marcycommunist @choquei everton ribeiro, tite e richarlison. essa é a lista;0;64;0
ju. ✌🏻| 03 and 05 days | fan account;withanker;2022-11-21 22:18:36+00:00;"precisam parar de achar que nossa seleção é um cara só… 
isso não é funciona com o tite viu! tem muito cara bom no time e cada um deles vai ter que dar o sangue igual ✌🏻";0;1;0
Cláudio França;JOSCLUDIOFRANA3;2022-11-21 22:17:47+00:00;Dani Alves e Vini Jr. sempre serão questões para Tite: Neymar vai aceitar s https://t.co/Xmv1FfVyeN;1;0;1
Fabio H. de Sousa;Fabio_hSousaa;2022-11-21 22:17:44+00:00;@itslulisss Eles tem uma dupla de grandalhões como atacantes (Vlahovic e Mitrovic) que preocupa tanto qto a Bosko no vôlei rs, principalmente se o Tite ver com Thiago Silva e Daniel Alves na linha defensiva;0;0;0
Gui lherme;Guisn_crf;2022-11-21 22:16:45+00:00;tite e cbf me fizeram ter raiva da seleção! mas fodaaa demais a carta do baixinho. foda demais https://t.co/p0H42EkDPi;0;0;0
naike👍;edlsinxp;2022-11-21 22:15:03+00:00;@Flamengo_es oxi, o arrasca foi convocado pelo uruguai???? coé tite;0;0;0
Anistia é o CARALHO !!!;jibson_oliveira;2022-11-21 22:14:52+00:00;@pabsarmento Na verdade o Tite já testou essa possibilidade nos ultimos amistosos;0;0;0
UOL Esporte;UOLEsporte;2022-11-21 22:14:50+00:00;"Colunistas do UOL detonam termo 'Rec 5' de Tite: ""é uma bobagem"" #FIFAWorldCup #Qatar2022 https://t.co/1AsHB4j8V6";0;11;1
Arnaldolemos;23deagostode119;2022-11-21 22:14:25+00:00;A Copa mais mocoronga começou. Minha única ligação com esse evento é eu torcer contra. Pelo simples motivo de não querer nem imaginar aquele técnico militonto comunista Tite oferecendo eventual vitória ao bêbado, corrupto, chefe de quadrilha.... tendo ele assumido ou não. https://t.co/fSgfelFNoA;0;0;0
rafael fabio;RFabio4;2022-11-21 22:14:04+00:00;@sylviotrujillo Quando o Tite morrer quero ver qual vai ser o escudo deles;0;1;0
isra quinn;akiann1_;2022-11-21 22:13:50+00:00;oi tite gostaria de saber pq o luva de pedreiro não tá como goleiro da seleção;0;1;0
Fabio;fabioctba16;2022-11-21 22:13:34+00:00;@povotime1910 @gazetaesportiva @chicolangreal Tite tem um acerto para assumir o Corinthians após o paulistão.;0;0;0
