Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets
cascao;cascao_047;2022-11-21 15:28:32+00:00;mo vacilo o tite n ter escalado o cr7 pra copa;0;0;0
joão tricolor;Miranda04621032;2022-11-21 15:28:06+00:00;@dequeiroz86 Nao gosta do tite por ele ter treinado o rival? Acho mt daora a postura e carater dele;0;0;0
Alinne Fanelli;alinnefanelli;2022-11-21 15:27:50+00:00;"O palco da estreia da seleção brasileira e também o estádio que receberá a final da Copa - espero que com 🇧🇷😜.

Ele é magnífico lá dentro! Espaço para 80 mil torcedores, deslumbrante. 

Tite disse que o gramado está excelente. E aí, já temos palpites para Brasil x Sérvia? https://t.co/bOLDiM8GEf";0;95;0
miguel.amb;miguelamb1;2022-11-21 15:27:43+00:00;#f90 esse técnico do Corinthians é para esquentar banco para o Tite..é ele deve saber. Por isso o Corinthians colocou o interino pra não gastar com rescisão.;0;0;0
El Parmera;PereiraSEP14;2022-11-21 15:27:04+00:00;Não se esqueça nunca que esse Tite conseguiu perder uma final de campeonato para a Argentina em pleno Maracanã. Isso é inaceitável.;0;3;0
Felipe de Queiroz;dequeiroz86;2022-11-21 15:27:01+00:00;Não gosto de Tite, Neymar e companhia... Mas também não tem a menor chance de eu torcer pra nenhum país europeu, nem pra Argentina ou Uruguai. Daí fica difícil.;0;5;0
Deco Patamar 😎;DecoPatamar;2022-11-21 15:26:37+00:00;"Trabalhar período de Copa é foda. 
Tite pq você não me convocou 🤣🤣🤣🤣";0;0;0
Márcio Castelo Branco 🦆🦆🇧🇷;marcio_clay;2022-11-21 15:25:41+00:00;@Vessoni Pode ser .... E de longe, Tite comanda o time;0;0;0
ManuTensão;malu_madeira;2022-11-21 15:25:03+00:00;"A readaptação do ""não abre nem para um trem"", vamos ver se a seleção do Tite não vai ser atropelada por um caminhão até as quartas! https://t.co/LphbXrgwVq";0;1;0
Chico;xicoflavio;2022-11-21 15:24:48+00:00;Tem Vini Jr. também, mas a ver quanto de tempo de jogo ele vai ter com Tite;0;0;0
sorinanne;nanne_182;2022-11-21 15:24:42+00:00;"caralho a musica da seleçao do tite
do mc rick nao sai da minha cabeça que ODIOOOOOOOOOOOOOOOOOO";0;0;0
Paulo Monteiro - Treinador de Corrida;paulo_maratona;2022-11-21 15:24:28+00:00;Irã levou 4 goleiros...o Tite nem isso fez para levar quem salvou a pele dele, e a nossa, 10 anos atrás, ingrato!;0;1;0
Marquito;Marqu1t01120;2022-11-21 15:24:10+00:00;"@WandyMetals @Flanordeste78 @leandroconsi @futebol_info Torcida: Ei Tite vai se foder…

Gabibunda: É isso mesmo!

🤷‍♂️";0;0;0
rafas;rafaelhsant;2022-11-21 15:24:00+00:00;tite nao levou arrascaeta?;0;0;0
Wanderlan Mota;MotaWanderlan;2022-11-21 15:23:51+00:00;O Fernando Lázaro foi contratado até o Tite sair da seleção brasileira #F90BR;0;0;0
Porco_sep;Porcosep1;2022-11-21 15:23:34+00:00;"@Palmeiras Só não ficou legal essa cor aí.. não pega bem... 

É bem a cara do Tite.. 😶";0;0;0
Carlos Mion;carlosmion;2022-11-21 15:23:21+00:00;@fefuxribeiro Perfeito Fernando... mas veja dentro da visão gaúcha q impera na seleção há mais de 20 anos, Éverton, Bruno Guimarães, Veiga e Scarpa não têm vaga na seleção do Tite. Vamos de Fred e Paquetá! São bons, mas longe dos q citamos! No par ou impar vc escolhe Paquetá ou Scarpa?;0;0;0
Pepilegal;Pepilegal6;2022-11-21 15:23:11+00:00;EU ESPERO QUE ESTE DESGRAÇADO SE FERRE DE VERMELHO NESTA COPA, ESTE VAGABUNDO SAFAFO MERECE SER EXECRADOS PIR TODOS OS BRASILEIROS, SE EU FOSSE O NEYMAR LARGARIA ESTA SELEÇÃO, NAO IA ME MISTURAR A ESTE CANALHA , SAFADO, FILHO DA PUTA! TITE , VOCÊ VAI PAGAR PRLO QUE FAZ AO POVO! https://t.co/qsbDkHZXmd;0;0;0
Intervenção psiquiatra, já!;Blogdojudd;2022-11-21 15:22:58+00:00;@RMPoficial faltam 4 jogos para Tite deixar a seleção brasileira 🙌;0;0;0
Brasileiro Irônico ˢᶜᶜᵖ | 科林斯式 🇧🇷🦅🐻;Animajyofficial;2022-11-21 15:22:39+00:00;"Tite convoca Daniel Alves.

Fagner indo infiltrado para Copa: https://t.co/bthBUN0IOP";0;2;1
bia ᶜʳᶠ;flacacto;2022-11-21 15:22:39+00:00;Pq choras, Tite?! https://t.co/buY3w4N3y7;0;0;0
SportsCenter Brasil;SportsCenterBR;2022-11-21 15:22:25+00:00;"ARMOU O TIME TITULAR? 

Tite começa a intensificar preparação para Sérvia em treino no Estádio Grand Hamad

#ESPNnoQatar

https://t.co/Gvz4tpe26R";0;10;0
Texugo Negro ✨;_Evandro24;2022-11-21 15:21:01+00:00;@BiancaGefune Perguntei pro patrão se vai me liberar e ele disse só se o Tite me convocar pra jogar;0;1;0
LET;letveloso10;2022-11-21 15:20:57+00:00;@mayaa_LN Nemmm me fale 🤡🤡 tomara que meu emprego que eu amo tanto de uma folguinha pra nós meros funcionários, mesmo o Tite não convocando ninguém 😂;0;1;0
Nigel Goodman;nigelgoodman;2022-11-21 15:20:51+00:00;Me confundi. Achei que meu voo era horário local, mas era o horário local no Catar. Não sei se vou conseguir outra passagem agora. Vontade de chorar. E nada do primo do Tite me responder as msgns.;0;16;1
Cesar;Cesar61146532;2022-11-21 15:19:37+00:00;@adenor_tite Tite observe jogo da Inglaterra, e tente implantar na seleção brasileira.;0;0;0
João Paulo;Joaoo_018;2022-11-21 15:18:45+00:00;@CRZ_PH Se esse sangue novo da Inglaterra pega esse timinho do tite viu... 7 é pouco;0;0;0
Du, Dudu e Edu. ★彡;2duferreira;2022-11-21 15:18:38+00:00;@andersoonfreire se no Uruguai que tem gente dizendo ser bom a gente já bate fácil, imagina Camarões kkkkkkkkk é jogo pro Tite escalar eu e você;0;1;0
Bi world champion ®;Dudu_Olivier;2022-11-21 15:18:29+00:00;"Expectativa: Vojvoda, Bruno Lage, Tite, 
André Villas-Boas.

Realidade: Fernando Lázaro 

Torcida: 🤡 https://t.co/nv4HA2oFfG";0;5;0
𝗅𝗎𝗅𝗂𝗌 🇧🇷;2mucvh;2022-11-21 15:18:06+00:00;@believecr7 Eu vou bater tanto kskskskskk que ódio, dois que vão apanhar ele e o Tite por ter convocado ksksksks Deus nos abençoe por favor, queremos o hexa;0;1;0
Goleada Info 🏆🇧🇷;goleada_info;2022-11-21 15:16:06+00:00;"Membros da comissão técnica e 12 atletas da Seleção Brasileira visitaram o estádio de Lusail, palco da estreia na próxima quinta-feira, contra a Sérvia. 
 
A visita foi opcional e nem todos os jogadores de Tite foram ao estádio. 
 
#EsportudoNaCopa

🗞 GE 
📸 Pedro Vale https://t.co/rwsGkjLjWv";1;39;3
bruno;symb0lic_;2022-11-21 15:15:25+00:00;a verdade eh q o corinthians so contratou o fernando Lázaro pra nao pagar caro em nenhum treinador agora e trazer o tite no final da copa  duilo tem um plano;0;1;0
guilherme;bonyguikk;2022-11-21 15:14:50+00:00;aql tecnico ali é igual o tite po;0;0;0
fefe ☭;_ferzito;2022-11-21 15:14:40+00:00;@Domovysk espero que seja pra esquentar pro tite pq vei ir de VP pra um cara q nao eh tecnico nao da;0;0;0
UOL Esporte;UOLEsporte;2022-11-21 15:14:08+00:00;Como filhos de ídolos do Corinthians mexeram na comissão de Tite na Copa https://t.co/VW2ZA2Nxbj;0;5;0
Willian Fagiolo;WillianFagiolo;2022-11-21 15:14:05+00:00;Var outra vez atrapalhando o jogo. Vai ser difícil. Brasil precisa se preparar para superar o Var. Seleção brasileira terá que superar o Var, os adversários, os árbitros e o Tite. #FIFAWorldCup;0;1;0
BALVENIE 🇧🇷;SCCP_BALVENIE;2022-11-21 15:13:43+00:00;se é o Brasil tomando dois gols do Irã independente do resultado o tite e o neymar são linchados em praça pública e banidos do futebol pra sempre;0;0;0
@Wagner_Nunes_Pinto;Wagner_N_Pinto;2022-11-21 15:13:32+00:00;"@raflamello81 Difícil saber, já que talvez Tite, o ""gênio do embromation"", nem o coloque em campo...";0;0;0
Jesus Rei dos Reis 🦁👑;foradoalcancee;2022-11-21 15:13:29+00:00;A copa já começou maneira kk Inglaterra sapecando o Iran ✅ 🤣 quero só ver oq essa seleção de Tite vai arrumar.;0;0;0
Rodrigo Filla;rfilla;2022-11-21 15:13:02+00:00;@obrunomendonca O problema é a verborragia do Tite, a arrogância do Neymar, a falta de conexão com a seleção. Eu não tô nem mérito do futebol, mas tô com aquele sentimento que a seleção não me representa, saca? Talvez eu mude quando ver os jogos.;0;0;0
gui!;guizxcrf;2022-11-21 15:12:38+00:00;@mmarialcg Ei tite vai tomar no cu 🗣;0;0;0
Fábio Teixeira;tfricardo13;2022-11-21 15:12:32+00:00;@pesmilgrau2 @celesttini Quem disse que o Tite não o levou;0;1;0
Alvinegro Natalense;AlvinegrodoRN;2022-11-21 15:12:22+00:00;@ClenioMaciel Eu acho real que Tite começa apenas com Casemiro;0;2;0
Luis ®igoˢᶜᶜᵖ 🇧🇷🇵🇹;luis_sccp03;2022-11-21 15:11:49+00:00;Oxe Irã fez um cosplay de São Paulo e a Inglaterra de Corinthians, se isso não é um sinal de que o Tite vai voltar não sei o que é...;0;1;0
vit;vitdias_;2022-11-21 15:09:57+00:00;sim chefe, o tite me escalou! poderia me dar o dia de folga?;0;6;3
nandinho;Felip3SPM;2022-11-21 15:09:50+00:00;Entendo tanto de futebol que eu achava que tite era o nome de algum jogador, perguntei seriao pro pessoal, (tite é oq ? Atacante?). Só pra me enturmar pq nem sei o que é atacante;0;0;0
Francisco José;franciscopato;2022-11-21 15:09:14+00:00;Véi, Eu não torço contra o Brasil, VOU Torcer pelo Daniel Alves, Mas quero que no Tite se afunde, Tá falado,Eu não sabia de sua arrogância tão nojenta🤺🤺🤺, Tá falado🇧🇷🇧🇷🇧🇷;0;0;0
Clenio Maciel;ClenioMaciel;2022-11-21 15:09:09+00:00;Time perfeito. Porém Tite para início de Copa certamente vai com dois volantes. https://t.co/vSi1z2kjJ5;0;3;0
tiago;tiagodamicog;2022-11-21 15:08:29+00:00;@TNTSportsBR se o tite não fosse um bunda mole botava o homem de titular;0;0;0
Oscar Junior 🦅;juniorsuza;2022-11-21 15:08:28+00:00;@MeuTimao @Vessoni Corintiano e feliz na mesma frase não dá...ou é corintiano ou é feliz.. minha única esperança é acreditar que Fernando Lázaro é só um quebra galho até a chegada de Tite em 2023..;0;0;0
LUIZ ATILIO;LASF2;2022-11-21 15:07:55+00:00;@pedrodoria O Tite;0;0;0
Vinicius Jorge;viniciusjrosa;2022-11-21 15:07:08+00:00;@Alvarojr78 @MalagodassoII @michael290380 @BiffaniFilho @MarkisPaulo @CaioJosAleixo1 @cado_1983 @Elitic1984 Alvaro, todo mundo concorda sobre a diretoria...nosso maior problema historicamente sempre foi esse. Mas passou da hora da gente sair do ciclo mano/tite/carille...;0;0;0
Pedro Alves;opedroalvespb;2022-11-21 15:06:40+00:00;@IagoSarinho @cogenes @edgleylemos @gerijunior92 Modo Tite dá não!;0;3;0
Erick F ˢᶜᶜᵖ;eriickngo;2022-11-21 15:06:32+00:00;Eu tô achando que o Fernando Lázaro vai esquentar o Banco pro Tite. Kkkkkk https://t.co/a10DFF31O1;0;0;0
Benjamin A Rolla - VACINAS SALVAM!!🎞;RinhasA;2022-11-21 15:06:25+00:00;@RRFaillace @xandaovamozua @heldermaldonado nao sabia que tite era conterraneo, então isso ja garante materias infinitas na rbs, se tivesse a tv com, também, se ganhar vão desenterrar até os nono, se perder vão entrevistar os inimigos da escola, dono de venda que ele deixou de pagar em 1991;0;0;0
C.ᶜʳᶠ 🏆🏆🏆;stansfla7;2022-11-21 15:06:09+00:00;E o Tite querendo que a nossa seleção jogue como os times de Premier league https://t.co/Tn0DEb1kHG;0;0;0
Diego Fraga 🇵🇸🚩🇨🇺;DiegoJosNoguei1;2022-11-21 15:05:45+00:00;@delucca Urgente: torcedores do Brasil fazem manifestação pedindo que Tite treine mais jogadas de cabeça.;0;0;0
Gui Souza 🙅🏾‍♂️;Soouza_20;2022-11-21 15:04:59+00:00;Se por algum acaso acontecer o confronto Brasil x Inglaterra, é bom o Tite se atentar as jogadas nas extremidades do campo e a movimentação dos homens de frente da Inglaterra. As jogadas de contra-ataque também merecem atenção.;0;0;0
Diário do Fla;fla_diario;2022-11-21 15:04:53+00:00;Tite pede mudança no CT da seleção após ver gramado da estreia na Copa https://t.co/HxS2jnrgHi;0;0;0
r.;raremaite;2022-11-21 15:04:47+00:00;"gabriel menino não mentiu qnd xingou o tite de c*z*o
inclusive, no jogo da taça o estádio inteiro tava cantando isso";0;0;0
RUBENS BURATTO;rubens_buratto;2022-11-21 15:04:44+00:00;FORA TITE https://t.co/2K1izc5kP9;0;0;0
Sou Corinthians;SouCorinthiansP;2022-11-21 15:04:25+00:00;Como filhos de ídolos do Corinthians mexeram na comissão de Tite na Copa https://t.co/t884SdabCf;0;0;0
Thiago Arantes;FUT_Arantes;2022-11-21 15:04:22+00:00;@charlesnisz pra proposta de jogo do Tite, eu não tenho nenhuma dúvida de que o Gabriel Jesus funciona melhor;0;2;0
aheutomaluco;squarcini_;2022-11-21 15:04:13+00:00;a real é a seguinte, se o Brasa ganhando de 6x1 do Iran ia ter adolescente e jornalista pedindo a demissão do Tite;0;2;0
ferr;stormsccp;2022-11-21 15:03:29+00:00;@analisandobola Você viu que o Tite vai começar com o Paquetá de ponta ?;0;1;0
𝓜𝓾𝓻𝓲𝓵𝓵𝓸  ❆ 🇵🇹;murillostark;2022-11-21 15:02:59+00:00;@Snaihtniroccccc E depois do Paulistao ele sai pro Tite voltar;0;0;0
Thiago Soares;ThiagoS96383658;2022-11-21 15:02:43+00:00;@camisa21 @fredcaldeira Se depender do Tite, sem chances.;0;0;0
Antonio;onetobarreto;2022-11-21 15:02:22+00:00;tite é cheiro de derrota e mkt https://t.co/84ObeXybaz;0;0;0
pietra;pietracarpin;2022-11-21 15:01:25+00:00;sou totalmente a favor de vitórias magras e honestas nessa fase. torcendo mto por bons 1 a 0 da seleção de tite;0;2;0
romântico do hexa💛💚;Gabriel_Gm110;2022-11-21 15:01:24+00:00;"""Tite, me convoca pfvr😭""

ai foram lá e convocaram meus pais";1;6;1
Francisco José;franciscopato;2022-11-21 15:01:13+00:00;"Aí você me pergunta se eu estou preocupado com a copa do mundo? o Tite que ganha mais de um milhão, Não está nem aí, disse que Brasil sendo ou não campeão, não passa em Brasília.
acha que eu na condição de espectador, Torcedor,que de uma forma ou outra pago,tô preocupado?🇧🇷🇧🇷 https://t.co/M44hzZt5im";0;0;0
Caio Amadesi;caioamadesi;2022-11-21 15:00:52+00:00;@Miltonneves Com certeza vai esquentar o banco, Tite cai na 1ª fase e já desembarcar em Itaquera;0;0;0
HIGGOR;HvsFla;2022-11-21 15:00:44+00:00;@RyyanRonaldo @pato_brabo @A10Dan_ @goldorayo Não acho que Rodrygo tenha tantas chances. É jogador reserva, alguns aí são titulares. Isso vai pesar muito. Ainda mais com o Tite, que é inimigo da molecada.;0;0;0
ً;marceIera;2022-11-21 15:00:42+00:00;se o tite não colocar esse goleiro titular aqui ele é maluco https://t.co/S5TYh4AdBd https://t.co/ql71SGU2v0;0;1;0
Jornal Extra;jornalextra;2022-11-21 15:00:32+00:00;Tite vê diferenças em relação ao gramado da estreia e pede mudança no CT da seleção https://t.co/izfPlx00JL;0;0;0
Rede 98;Rede98Oficial;2022-11-21 15:00:11+00:00;"#98Esportes | 🇧🇷 ⚽️ Escalação para a estreia.

🗣️  As maiores dúvidas de Tite são de quem entra no meio-campo e se Vini Jr será titular.

❓ E vc torcedor, aposta em qual escalação do #Brasil https://t.co/jWacHnAgoQ";0;1;0
UOL Esporte;UOLEsporte;2022-11-21 15:00:01+00:00;"😇 COM A BENÇÃO DO ADENOR

Visto como discípulo de Tite, Fernando Lázaro conversou com o treinador da seleção e explicou porque não iria mais ao Qatar. 

O @_arthursandes e o @Vanderlei__Lima contam aqui ⤵️

https://t.co/HguQG0d6ND";0;7;0
GOD HATES US ALL;porrahugo1;2022-11-21 14:59:51+00:00;"Inglaterra eh que nem a Bélgica, não mete medo em ngm. 
“Ahh, a Bélgica eliminou o Brasil na última copa” 
Claro, o pau no cu do tite convocou quase todo mundo do Corinthians. 
Cássio, fagner, Renato Augusto, jô, luan e ramiro. Era derrota na certa.";1;2;0
WendElCamino 🥷🏾;Wendell_Vieira1;2022-11-21 14:59:29+00:00;SE O GREALISH FEZ GOL, DAVA PRA TITE ME LEVAR SIM;0;0;0
#Bolsonarogenocida;faria_flavia;2022-11-21 14:59:21+00:00;@capelareal Sairia para resolver. Não dá. Em casa mesmo eu vejo q chorou eu já quero resolver. Então não dá para levar criança em treinamento. Se o Tite não colocar limites, essa seleção não trazer porra nenhuma;0;0;0
aly (jao's version) | VIU O JAO;a_lysso_n;2022-11-21 14:59:16+00:00;lelê: é o Tite que tá narrando?;0;0;1
O Corinthiano;SCCP1977x;2022-11-21 14:58:57+00:00;@Elton_Hs @Eddiefurlan @Vessoni Eu queria o Tite, mas depois que o efetivaram outro estagiário qualquer um com no mínimo uns 5 anos de experiência como técnico e com títulos relevantes na carreira o Corinthians não escola. Carille, Loss, Coelho e Sylvinho só um deu certo quando cobaia até quando?;0;1;0
Flora Marques;CelysAzevedo14;2022-11-21 14:58:01+00:00;"Infelizmente temos um técnico da seleção brasileira que beija a face de Fidel Castro!!! Aaaff!! Isso é uma provocação ou armada?
NOTA ZERO PRO TITE!!!! https://t.co/3NoutELgH8";0;0;0
Enzo;enzovarellap;2022-11-21 14:57:55+00:00;@jovogemado timinho esse de portugal, se o Brasil n fizesse 5 no iran iam pedir a cabeça do tite;0;0;0
ÚNICO HEXA de MG;barcezeiro;2022-11-21 14:57:48+00:00;@giovannicrfx @futebol_info @portalR7 Pior q o tite disse em entrevista q vai deixar hein kkkkkkkk q vai ter esses momentos;0;0;0
silvano jose;SilvanojoseS;2022-11-21 14:57:10+00:00;"@eduardorcrj Já é da casa
Talvez queiram o Tite";0;1;0
bielzin pelo hexa 🇧🇷🍄;gxbrvl;2022-11-21 14:56:40+00:00;"cuzao do caralho
obrigado tite por nao convocar esse merda https://t.co/kwzd1AJAk2";0;0;1
Dr. Simão Bacamarte 🇧🇷;thenosikram;2022-11-21 14:55:50+00:00;"@89Galvao @AleCRF29 @19FlaTT81 @PaparazzoRN Felipão e luxa treinou o Palmeiras várias vezes, R. Gaucho o Grêmio, Tite pode confirmar mais uma passagem no Corinthians, papai Joel treinou várias vezes o fla

Mas JJ que ganhou libertadores e Brasileiro não pode.

Fico pasmo como tem rubro negro que cai no papo de mídia anti.";0;4;1
ESPN Brasil;ESPNBrasil;2022-11-21 14:55:49+00:00;"Brasil libera só aquecimento para jornalistas em treino que Tite começa a intensificar preparação para Sérvia

#ESPNnoQatar #FutebolNaESPN

https://t.co/YRs99tTWfK";0;11;1
dds;lleozin__;2022-11-21 14:55:37+00:00;se o porra do Tite não colocar o vini de titular, eu não vou entender legal não;0;1;0
Guilherme SCCP;Guilher93311812;2022-11-21 14:54:44+00:00;@kidwask Que o tite volte sendo que acho bem difícil isso acontecer, mas seria sonho mesmo.;0;1;0
pedro 🇧🇷🇮🇹ⓟ HENDECA;itspedrostx;2022-11-21 14:54:31+00:00;"Harry Kane jogando de segundo atacante, distribuindo chances aos demais jogadores nos flancos foi o melhor em campo hoje. Tite poderia fazer o mesmo com o Gabriel Jesus que faz a mesma função mas infelizmente o nosso plano de jogo vai ser ""10 jogando pro Neymar"" mais uma vez";0;0;0
Arthur, mas não o de Camelot;ArthurSouza1910;2022-11-21 14:54:09+00:00;"Não acredito que vá mas, se o Brasil golear a Sérvia, essa galera que tá mamando a Inglaterra goleando o poderoso Irã vai falar que o Brasil ""não fez mais que a obrigação"" e vai cornetar até a tataravó do Tite se sair uma vitória ""magra"".";1;5;1
Nícolas Penholato;nikitoviskiy;2022-11-21 14:53:45+00:00;"Southgate fez o que o Tite não fará.

Saka e Bellingham comendo a bola, enquanto Vinícius Jr será banco de um jogador burocrático.";0;1;0
Patricia Tavares Pae;TavaresPae;2022-11-21 14:53:02+00:00;@joaoguilherm Só o Tite não reconhece a grandeza do Gabigol .;0;2;0
Gustavo J;djgustavoj;2022-11-21 14:52:49+00:00;@CalazaesMusic Não aguentam não, ainda mais considerando esse novo modelo tático do Tite, que aposta justamente nessa intensidade de em certos momentos subir as linhas e pressionar os caras defensivamente no campo deles, tlg?!;0;0;0
Rapha, a Senhorita Terror ⭐ #Lula13Presidente;raphaximenes;2022-11-21 14:52:12+00:00;@mari_fonseca Eu também, pq o Tite merece;0;1;0
ketllynp9;ketllynrivittii;2022-11-21 14:51:54+00:00;volta tite volta vp https://t.co/uPCE1azoh2;0;0;0
bia 🇧🇷;biaacoments;2022-11-21 14:51:50+00:00;odeio assistir jogo com gnt q n entende futebol e acha q entende, a mana da minha sala brava pq o tite convocou o dani alves invés do coutinho https://t.co/vYsqbW58dW;1;4;0
Buteco das Torcedoras;Butecodt;2022-11-21 14:51:17+00:00;"⚠️ Por ordens do técnico Tite, os familiares dos jogadores convocados para a Copa estarão separados em uma sala reservada a eles, sem contato direto com os jogadores.

Para manter o sigilo entre os jogadores que serão titulares e reservas nos jogos do Brasil.

#FIFAWorldCup https://t.co/xniosrGW2d";0;1;0
ᴋᴇʟ⁷| cr: diário de anne Frank;_aelinjoonie;2022-11-21 14:50:33+00:00;O técnico do Irã parece o tite?? Sksksjjsj;0;0;0
Rádio Cidadã FM;cidadafm;2022-11-21 14:50:25+00:00;Copa do Mundo 2022: Tite revela conselho de Zagallo #AVozdoButanta https://t.co/40GgS79lFn;0;0;0
𝕽𝖔𝖉𝖗𝖎𝖌𝖔 𝕮𝖆𝖗𝖓𝖊𝖎𝖗𝖔 ᶜʳᶠ ᴼᶜᵗᵃ;RodrigoCCLeal;2022-11-21 14:50:18+00:00;@mauriciogvufc @NewsAlmirantee Tite da Seleção para o Vasco kkkkkkkkkkkkkkkkkkkkkkkk;0;0;0
⚠;JsJonassn3_;2022-11-21 14:49:59+00:00;@futebol_info Globosta só faltou chamar a jade picon p comentar ou a Jojo q disse q Tite errou por n convocar Arrascaeta kkkkkkkkkkkkkkkk;0;0;0
ؘ;poemslea;2022-11-21 14:49:14+00:00;@krlapov o tite nunca teve altura pra ser técnico da seleção, e já que ele decidiu sair deveria ter feito antes da copa, e não depois;0;0;0
Gabriel Accetti;gaccetti;2022-11-21 14:49:01+00:00;Imagina o Brasil vencendo por 5x1, Neymar ainda não fez o dele. Aí Tite tira o camisa 10 brasileiro, tal qual Southgate fez com Kane. A Seleção Brasileira se acabava aí.;0;0;0
Guarda Real do Kanye West 🇧🇷🚀 CRF;999immortalcrf;2022-11-21 14:48:52+00:00;Se o Vini Malvadeza for reserva quinta, Tite merece tomar umas madeiradas;0;0;0
Acuña🤴👑;Andrluizjr10;2022-11-21 14:48:52+00:00;@andressafurts Valeu tite;0;0;0
Patriota;Patriot76754686;2022-11-21 14:47:19+00:00;@RubensmarSilva @andreisac Deixando bem claro. Não sou corintiano. Não gosto do Tite.;0;1;0
z v♞;kidwask;2022-11-21 14:46:40+00:00;@Guilher93311812 mano, tô acreditando que ele vai ficar só uns 6 meses até o Tite assumir. O problema é que ele é muito inexperiente e vai dirigir um dos melhores times do corinthians nos ultimos anos, pode ser que ele jogue toda expectativa desse elenco no lixo;0;1;0
Felipe Vianna. ᶜʳᶠ 🔴⚫;lipemartins27;2022-11-21 14:46:08+00:00;@FCamposoficial Foden no Banco vai ser a mesma coisa se o Vini JR for banco na Seleção , uma Tremenda SACANAGEM espero que o Tite não faça isso .;0;0;0
͏ ͏ ͏ ͏;krlapov;2022-11-21 14:45:49+00:00;@poemslea eu tenho muita raiva pq o tite não inova nunca, sempre convoca os mesmos e dá merda;0;0;0
S³;saperdida;2022-11-21 14:45:37+00:00;Pq todos os técnicos parecem o Tite?;0;1;0
Jan Vostok ✠🏁;Janferrera44;2022-11-21 14:45:36+00:00;"se o brasil toma gol do irã 
tite é preso dentro do vestiário já kkkk 

#CopaDoMundoFIFA";0;0;0
Marcos;zeromff;2022-11-21 14:45:26+00:00;@DoutorMaravilha dois ou 3 jogadores se salvam na seleção e o Tite.;0;0;0
𝐑𝐄𝐘;reydiego;2022-11-21 14:45:15+00:00;@lauraglage O Tite ficou bom demais kkkkkkk;0;1;0
𝑬𝒍𝒊𝒂𝒔 ᵍᶠᵇᵖᵃ🇧🇷🇧🇷🇧🇷;_nuneselias_;2022-11-21 14:44:59+00:00;@KSI Inglaterra leva um nó tático facinho do Tite;0;0;0
William🇧🇷 Mendes🇧🇷🇧🇷🇧🇷♥️;9710Will;2022-11-21 14:44:57+00:00;@futebol_info Se o Brasil de tite pega essa carne assada ,já estaria 7 X 1 no mínimo!!!🤡;0;0;0
Levi;levvvvvj;2022-11-21 14:44:41+00:00;se o tite tivesse um kane p escalar o brasil ganhava tudo de 8x0;0;0;1
Jovem Pan Esportes;JovemPanEsporte;2022-11-21 14:44:15+00:00;#BatePronto #Tite | @flaviopradojpgz traz INFORMAÇÕES sobre o futuro de Tite após a Copa do Mundo e crava: “Ficará UM ANO sem trabalhar” https://t.co/8tDk2FoLBn;0;6;2
Igor Castro;palestraIG;2022-11-21 14:43:43+00:00;@choquei Pra zoar é um leão, pra ser zoado fica putinho! Explicado por tite não levou.;0;0;0
Matt;GalvaoMatt;2022-11-21 14:43:25+00:00;"Gabigol joga muito igual ao Henry Kane 
É impressionante como o Tite não viu isso";0;0;0
Carool 🦅ˢᶜᶜᵖ コリント人;CaroolMeloSCCP;2022-11-21 14:43:19+00:00;@polvopaulreal_ Acertou bródi, mas quero sabe de Tite;0;1;0
Otávio;otaviusrs;2022-11-21 14:42:48+00:00;@UOL @RMPoficial Um lado não gosta da seleção por causa do Tite. O outro lado por causa do Neymar. A imprensa, obviamente, ignora a rejeição que boa parte tem disso: https://t.co/USo6Ualqe9;0;2;0
André Vicente;andrechallas;2022-11-21 14:42:46+00:00;"Estamos no ano de 2067 e o corintiano:
- ""Será que o Tite vai aceitar treinar o Corinthians?""";0;2;0
dudinha;slaamada;2022-11-21 14:42:06+00:00;Inglaterra e Argentina, o problema para o tite;0;0;0
k.du;kadudesousa;2022-11-21 14:41:54+00:00;tô começando a achar que até o Dani Alves faz gol no Irã, vai ver foi pra isso que o Tite levou;0;0;0
pedro;hashirafps;2022-11-21 14:41:51+00:00;"@futtmais “Tite vai se fuder o gabigol não precisa de você” 
1 semana dps fica putinho pq zuaram ele";0;0;0
Igor Siqueira;igorsiqueira;2022-11-21 14:41:50+00:00;"Tite nos recebeu em sua sala.

""Na minha sala não tem sacanagem, não tem troca de favor, não tem pressão de empresário"", disse ele.

Mas o que tem? Cada objeto traz seu significado e revela um pouco do que passa na cabeça do treinador. 

Com @gabe_carneiro
https://t.co/OmpwMdJlgL";0;1;0
tainá 🐆;taina_mendonca;2022-11-21 14:41:43+00:00;Em tempos de Copa do Mundo é assim: você abre absolutamente QUALQUER tweet, sobre QUALQUER assunto que vai ter algum comentário sobre o Neymar, sobre o Tite ou sobre o Catar;0;2;0
Denis michael Conta Nova;michael290380;2022-11-21 14:40:44+00:00;@BiffaniFilho @Alvarojr78 @viniciusjrosa @MarkisPaulo @CaioJosAleixo1 @cado_1983 @Elitic1984 Time sem salário com vários problemas de tanta cagada financeira...E o tite segurando a gestão do clube e jogadores...;0;2;0
braz;thbarbosas;2022-11-21 14:40:36+00:00;Sterling e tipo gabigol, a diferença que Tite não, graças a deus, não se iludiu ao ponto de chamar p copa;0;0;0
rickzera 賢司;meninoricks;2022-11-21 14:40:20+00:00;se o tite é paneleiro o southgate é a própria tramontina em pessoa;0;1;0
